f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,class
2.16367,2.04115,0.57471,1.27497,-0.34402,1.18149,-0.51270,2.21107,1.16974,1.41104,2.32440,0.80287,1.62506,0.86788,0.69329,0.04021,1.09006,-0.09740,1.21068,0.24313,0.89717,0
-0.75800,0.54555,0.42973,0.77728,0.39497,2.32610,0.29554,2.31964,-0.51634,1.65208,1.47350,0.82539,0.29011,-0.64114,-0.98449,-0.63476,0.05794,0.72610,-0.52656,0.82370,0.49821,0
0.59713,-2.24929,0.22357,0.80646,-1.02640,-0.70862,0.39837,0.16513,-0.97585,0.11968,-0.10203,0.00682,0.80401,0.59748,0.67113,-0.27062,1.09670,-0.15746,-1.86936,-0.28342,0.54804,0
0.22946,1.61061,1.44230,0.11958,0.44344,0.86134,0.00188,-0.24541,1.61445,-0.58420,-1.45857,0.24892,0.87568,0.71669,-0.15495,1.25764,-1.36028,0.94459,2.37951,1.20395,1.07269,0
-0.96363,-0.16667,0.88094,0.59187,1.01155,1.94924,0.89541,0.13963,2.55451,0.44545,1.00538,1.05186,0.18513,0.11503,0.71901,-0.08100,1.45223,1.31466,1.00238,0.19020,1.22738,0
0.74659,0.91385,-2.02170,1.46908,3.06901,1.14970,0.83814,-0.75273,-1.47060,1.63670,1.17368,-1.37195,2.45721,0.11244,2.81016,2.10829,0.26936,-2.03416,-1.05716,-1.04398,-0.09517,0
-0.06233,1.42215,2.07058,0.10118,-0.06521,0.62022,-1.14060,-0.66265,1.56919,1.16768,0.83704,0.53198,1.41680,0.86483,-0.96994,1.23790,2.02505,1.02991,2.71281,-0.26673,1.54017,0
2.03366,-0.18663,1.48366,0.63549,0.36768,1.71777,0.19669,1.21707,-0.83133,1.38967,-0.03788,-0.37263,0.23812,1.21425,1.74120,0.32709,0.60806,-1.26391,0.96343,0.50880,0.56138,0
1.12928,0.17069,0.98309,1.14269,0.34450,0.77856,1.76679,1.30344,0.75768,0.66636,-0.16816,-0.87149,0.70333,0.25350,0.31529,1.37476,0.25222,0.66680,-0.28295,0.16128,0.18078,0
-0.26972,-0.93922,-0.76850,-1.53965,0.26870,2.56173,0.90101,0.62833,1.00322,-0.70742,-0.39388,2.07434,0.14050,0.94352,1.20223,-0.12327,-1.55240,1.69829,-1.39426,0.67353,0.35705,0
-0.79929,-0.54072,0.22915,-0.50543,-0.42420,-0.51341,0.39483,-1.35534,1.21286,1.24242,-0.93618,1.69243,1.06734,-0.20372,0.39997,0.14085,0.99005,-2.53000,0.45192,0.65126,1.16307,0
1.57370,0.74825,1.53285,0.90257,-1.63122,-0.77260,1.19484,1.94806,0.30932,0.33957,2.00454,-0.05295,0.94798,1.62450,-2.03839,0.11963,-0.25898,3.27421,1.58870,0.20532,1.04243,0
-1.43876,1.42669,-1.77039,0.01278,0.70389,-0.68200,-1.27554,1.05235,-0.42378,1.04740,0.58569,0.83535,-0.36011,-2.64568,0.26532,0.52431,1.82446,0.32428,-0.13641,1.69032,0.86082,0
0.32583,1.59390,1.11888,-0.79285,0.35492,-0.51229,1.76051,-0.29100,2.23101,0.79156,1.21496,-0.20820,0.39608,0.43597,2.02102,0.99553,2.14028,-0.46408,0.27411,-1.90732,1.81365,0
0.39403,0.14869,0.86726,-1.95724,0.65058,1.05250,1.33096,-0.70645,1.53603,0.41437,0.48754,-0.58631,0.13542,0.65321,-0.50088,-1.20100,-0.80698,1.73332,-0.29644,0.58538,0.64803,0
-0.92921,0.16598,0.60022,-0.40369,-0.37935,0.90246,0.64730,0.86737,-0.12206,-1.42471,-0.30400,-1.26088,1.24355,1.46290,0.82662,-0.49124,-0.15574,-0.46589,2.16884,1.74277,0.86002,0
0.83483,0.34257,2.10677,1.39862,0.53982,1.04080,1.44122,1.08601,1.83349,0.28939,-0.48914,0.33169,1.07852,1.79501,1.03449,0.07194,-0.73025,0.36578,-0.88842,1.72166,-0.99353,0
-0.23852,2.02940,-1.41673,-0.33224,-0.16490,1.95495,0.73747,-1.11505,-0.13145,1.21760,0.36016,0.38579,1.56594,-0.56749,0.26239,0.17932,1.17575,-0.46428,-0.59369,-0.06144,-0.13433,0
0.36935,1.22537,0.21824,1.52196,0.34654,0.69629,-0.55018,1.96211,0.53840,1.47690,1.39963,0.87195,0.21911,-0.09851,-0.07878,-2.65964,0.24165,1.84208,1.83075,1.30884,-0.41736,0
-0.57342,-0.71904,0.12843,1.40263,1.75053,0.43613,0.32855,0.60576,0.36073,1.58731,1.62385,-0.88423,-0.31478,2.08750,-0.95364,-1.53150,0.75160,1.97748,-0.69493,0.57343,0.16067,0
-0.00278,1.45044,1.45680,-0.36609,1.19066,0.57210,0.78866,-0.50764,0.06296,0.86416,-1.84342,1.18349,0.60954,0.06251,0.17443,0.65119,-0.01275,0.48817,0.02595,1.35708,1.36066,0
1.17260,0.45314,0.92651,0.75844,0.87597,-1.24328,1.45333,-2.28587,1.08501,0.34188,1.35604,0.48708,2.15270,-1.35426,0.96162,-0.01720,1.41655,0.81012,-0.72403,1.04199,-2.05436,0
0.57606,2.18263,-1.27247,0.97826,-0.03825,2.06018,1.27309,0.53619,0.15553,1.25978,0.42806,-0.39729,-0.63320,-0.69858,0.88686,1.61512,2.67177,0.73730,-0.76688,0.61673,-1.03244,0
0.26890,1.54329,2.35299,0.34428,-0.49166,0.36219,-0.63785,0.47857,0.46487,0.47610,0.48871,1.36715,1.72400,1.06762,-1.23932,-0.99056,1.90378,0.66428,0.88535,0.23697,-1.13057,0
0.41733,1.25867,-0.65992,1.08758,-0.89079,0.38980,0.57477,-0.10886,1.65515,-0.94173,1.89267,-1.16856,1.12026,1.87301,1.76124,0.85258,-0.01339,0.62996,-0.29424,-1.10842,-1.08911,0
2.12701,0.07141,1.70167,1.19574,0.53808,-0.86457,1.72647,1.30481,1.51624,-0.76801,-1.99073,0.44197,-0.76079,0.49381,-1.29685,-0.21480,0.33930,-0.41716,0.87624,0.05616,-0.66033,0
0.33298,0.35852,2.29207,-0.16915,0.11914,-0.19720,2.08193,1.77371,-2.58438,0.56437,-0.54624,1.55902,-0.83142,0.24867,0.01186,0.72329,0.33249,-0.41594,0.74576,1.25503,1.84840,0
0.97730,0.85635,2.04280,0.57833,-0.19073,0.87332,0.76650,-1.06565,1.71869,1.30230,1.15776,0.30520,0.22897,0.12210,-0.11296,-1.01053,0.81450,0.17688,-0.26535,1.21597,1.22705,0
1.85941,0.70250,1.06908,-0.94212,0.19064,-0.63935,-0.22177,1.55266,-0.59350,0.04301,0.56032,1.51701,0.63973,1.05404,3.25025,2.05394,-0.91665,0.19723,-0.18481,-0.38691,-0.68340,0
-0.30559,-1.50583,0.27840,-1.24885,0.18043,2.19734,-0.49654,0.89303,-0.62143,1.77588,-1.56283,0.19907,0.28859,1.13154,0.10526,-0.22129,-1.50254,0.08730,-1.05254,1.38178,-1.97737,0
0.46004,-1.02788,1.27265,0.23051,1.51109,1.49250,1.08504,0.18080,1.48141,1.14714,-0.10722,0.85104,1.34992,-0.56886,-0.99906,-0.23835,1.26117,0.41967,-0.12806,2.17658,-1.04922,0
1.58364,1.30836,1.76841,0.27991,-1.03828,0.34714,1.66489,-0.35392,0.21801,2.03345,-0.39064,-0.83846,-1.22118,-1.32851,-0.08038,1.00588,-0.00405,2.70490,-2.83026,-0.38515,1.35620,0
-0.81237,0.17006,-0.25126,-1.83887,1.80226,1.56098,0.20424,-0.54892,1.75079,0.67196,1.31627,0.17125,0.81096,0.63469,-0.95266,-0.55944,-0.84382,0.56595,-0.69257,-0.69975,-1.65491,0
2.35975,-0.26955,-0.13999,1.86962,-0.79901,1.43452,1.12513,1.14770,-0.44487,0.14003,-0.76495,-0.15954,0.05813,0.79974,-0.51739,0.25492,0.88354,0.85482,-0.44402,1.17561,3.04542,0
0.51392,0.20701,2.37293,2.11419,-0.28484,1.45896,1.01468,1.98101,0.86809,-0.08023,0.53094,0.53674,-1.06821,-0.00671,0.77889,-0.08281,0.23740,-0.26852,0.78516,1.60180,0.10967,0
-0.19121,0.36373,0.55707,1.23015,1.37215,0.63184,-0.26926,-0.74634,2.71798,-0.58559,0.38906,0.02673,1.15856,0.48127,-0.49976,1.53792,-0.69972,-0.01775,1.95491,-0.41699,-0.28282,0
1.13625,1.33562,-0.56321,-0.33048,-0.40961,0.46600,0.18719,1.57871,0.45332,-0.97365,0.71704,0.72898,0.74962,0.83763,1.96548,0.79539,-0.92778,0.73224,-0.30734,-1.82863,0.29907,0
1.11019,-1.82180,-0.34833,-1.37209,0.66717,-0.41720,0.98227,0.13344,1.29018,-1.22683,-1.06703,-0.69605,-1.14965,2.51052,1.49294,-1.51839,-0.04532,1.12320,0.73555,0.38168,0.22716,0
0.95059,0.28255,0.04192,0.81882,1.06082,0.71465,-1.16937,2.06994,1.71774,-1.99695,-1.23558,0.99687,1.13644,1.63958,-1.26040,1.73140,-0.60477,0.80334,1.13010,-1.35667,0.27247,0
3.10411,1.06128,1.05159,1.46039,-1.09774,-1.01485,0.34336,0.57883,0.12967,0.08216,2.11225,-0.22584,0.35379,2.93846,-0.42498,1.24774,2.15562,0.47936,0.54954,-0.90720,0.60892,0
1.33012,1.65998,-0.33491,0.74567,2.50166,0.65171,-0.99793,0.04676,1.58160,0.61499,0.37887,0.32624,-0.46777,0.23278,0.98607,1.12132,-1.22202,1.74010,1.43446,-0.45860,-0.03257,0
-0.87263,-0.77059,1.40350,0.06040,1.53617,0.99663,1.11567,-0.44610,0.45464,-0.66137,-1.02250,0.82264,-0.30972,3.13114,-1.33387,-0.42371,0.92735,0.53899,-0.18698,-1.24362,0.22897,0
0.87987,-0.75021,0.53633,1.35155,0.17089,1.44259,-1.04522,1.16004,1.37441,2.02316,-0.48351,-0.18535,1.11183,0.70725,1.15637,0.05798,0.98190,0.40604,1.99211,0.74822,1.06504,0
1.64323,-0.42908,0.83840,0.87692,0.96091,2.22439,0.87085,1.59619,1.27979,1.49617,0.65966,-1.60558,2.24571,-0.19323,0.93597,-0.81447,0.00309,-0.90742,2.10455,0.92984,0.10880,0
2.32150,0.29587,0.18191,0.74605,0.65965,0.33081,0.05663,0.86384,-0.88542,1.23333,1.33928,0.88979,1.00657,-0.60487,-1.80333,0.76417,-1.39926,0.67523,0.99613,-0.25849,0.09902,0
0.89114,0.13855,0.53271,1.01733,-0.74171,0.52761,0.50156,-0.75856,0.72042,1.85790,-0.57249,2.08721,-0.54182,-0.56315,0.91991,0.17075,0.62862,0.15166,-0.13487,-0.41643,1.51423,0
0.76763,1.93151,1.30097,0.59045,0.32058,2.25433,0.63974,0.87870,0.13675,-0.11509,0.36498,0.52847,1.23685,0.06388,-1.09442,0.02707,-0.15088,1.61404,2.08843,1.55338,-0.60570,0
0.60256,1.18051,0.12652,1.15957,-0.84450,1.28188,0.39060,1.73167,-0.65422,1.12998,2.02721,-0.25694,0.31288,1.79821,-0.76115,-1.17903,0.94085,0.60609,0.26017,2.07269,0.52426,0
0.14331,-0.26591,-0.29512,0.68212,0.38692,0.23451,0.70226,-0.50830,2.10287,-0.26014,2.22067,1.80211,0.64931,-0.10015,-0.59641,1.49142,2.09705,2.09544,0.42449,1.71414,1.01768,0
1.25280,0.85933,0.41152,0.28785,1.01063,0.90433,2.21327,1.58659,1.02555,-0.87378,1.03132,0.27089,0.41227,-0.02698,1.19521,2.83143,0.80955,-0.17386,0.56186,0.60880,0.23928,0
0.76374,0.03485,1.20675,1.01606,0.95757,-0.60147,0.21312,-0.21934,0.86990,-0.80540,0.56151,1.90387,-0.16656,1.68221,1.93904,1.64087,-0.07335,-1.15631,0.19515,0.65214,1.59791,0
2.86000,0.15127,-1.02900,0.02537,0.71757,1.49919,-0.10195,0.60679,-0.26549,-0.44777,-0.30907,-0.57379,0.82766,0.44984,0.25296,-0.02222,0.29202,2.57012,-0.22235,0.73160,-0.31719,0
1.08173,1.63873,0.12819,1.26703,2.23006,1.31932,0.23116,-0.68047,0.12506,0.00380,-0.52516,-1.34375,-1.52282,-0.87571,1.93273,1.14929,-0.23724,0.31702,0.15604,2.27947,-0.51553,0
0.67049,0.15874,-0.42216,2.59839,0.49642,1.33516,1.04552,0.79456,0.95070,-0.56957,-1.27657,-0.85469,-1.05042,0.09339,0.14315,-1.38067,-0.06740,-0.57178,1.00728,0.00158,2.58703,0
-0.45579,-0.46771,-1.62920,-0.60497,1.32139,0.12859,0.41053,0.20988,0.30359,1.46506,1.07541,0.26604,1.67816,0.96130,2.32267,0.05108,2.23929,0.43331,1.06149,1.99663,1.49493,0
-0.39730,-1.23986,-1.36432,0.05341,2.87908,-1.06514,2.25104,1.09527,0.02886,1.53444,1.62187,-0.12256,-0.51064,0.44198,0.17996,-0.22862,2.16948,-1.27262,-1.09546,-0.83485,1.06730,0
1.06027,1.24662,-0.07243,1.35320,-0.23801,-0.84868,1.05117,-0.43947,0.97993,0.35167,-1.06785,2.51717,0.74830,2.04381,0.04604,0.07870,-0.37240,0.84623,0.27486,-1.58011,0.83149,0
-1.11955,1.35102,1.09427,-0.58325,-0.42692,0.69972,0.97503,1.47559,-1.00179,1.54044,-0.43792,-1.03549,1.81546,-0.89699,-0.11836,1.58152,0.29908,0.34402,0.75354,-0.13201,2.14128,0
0.21585,-0.06250,0.38445,-0.12441,2.29680,-0.38287,0.83994,0.95053,-0.16741,-0.22394,1.78748,1.20547,1.81467,-0.61405,0.07201,0.29145,1.08826,0.96654,-1.08209,-0.84395,1.08565,0
0.98992,0.46987,0.53626,-0.25738,0.58920,0.37418,-0.35725,1.28779,0.46452,0.89517,-0.02200,-0.79484,0.52184,1.63340,0.18565,2.33734,-0.52907,-0.40554,-0.48110,1.57693,0.42015,0
0.67641,1.89608,0.17295,-0.50246,-0.03341,1.05781,-1.01827,0.47381,1.44333,-1.24812,0.10073,1.64258,1.06372,-0.10680,2.19713,1.48141,1.55964,-0.97440,0.55602,-0.54637,0.23952,0
-1.32066,0.11467,1.77074,0.64609,1.76687,1.97901,-0.25750,1.26955,-1.16195,-1.88243,0.27144,0.19776,-0.69943,-0.42997,-0.42228,2.08078,-0.23508,1.03138,0.80546,0.72998,1.56593,0
0.45381,-0.54750,0.40919,-0.12236,-0.14331,0.34591,-0.10805,0.64693,0.76066,-0.33663,0.00579,1.13772,0.19519,-0.37926,1.46739,0.65281,1.95646,-0.18716,-1.36520,-0.59802,1.24864,0
-1.70544,0.46107,-1.93890,-0.77292,0.57383,0.17437,0.05137,1.34360,1.13178,1.55174,1.53799,0.35489,0.06946,0.59578,-0.75296,-0.09056,0.39570,-0.33989,0.71630,-0.77384,-0.43958,0
2.11846,0.69079,1.32479,-0.52592,0.03117,-1.39407,2.01246,0.35462,-0.10930,0.77938,1.18095,1.84190,-0.52798,0.51303,2.23562,1.22605,-1.42708,-0.01665,1.63215,1.06069,0.50233,0
0.86852,0.90390,-0.60328,-0.31359,-0.05230,-1.49846,0.51101,1.76970,-0.28384,-0.03673,-1.65994,1.09448,0.00695,-0.86999,0.13398,-0.23593,-2.35140,1.47773,-0.65631,0.99375,1.28379,0
1.35345,0.77970,-0.46637,0.75859,2.43190,0.14510,0.35975,0.14413,0.78256,0.21137,1.85915,0.05943,0.55369,0.92555,2.54253,0.63125,0.13945,0.09557,-0.16679,-1.02459,2.45777,0
0.83145,0.50578,0.55613,1.12808,-0.43224,0.95603,1.31655,-0.73543,1.10784,1.09089,0.60322,0.22978,-0.23957,2.16478,-0.00821,1.06747,0.35698,0.25294,-1.17771,-0.88891,2.81552,0
0.82133,-0.18004,0.75528,0.56224,-1.25737,-1.01973,-1.13288,1.50964,-0.55999,-1.08904,-0.05136,-0.44970,-0.84584,1.12096,0.41354,1.87633,0.42454,0.83207,-0.14384,1.76628,0.37571,0
0.21353,1.01372,1.80740,0.28349,-0.21114,-0.32127,2.05972,-0.00838,0.85010,-0.18282,1.76766,1.03445,-0.08280,2.03254,-0.35516,0.66818,-0.29376,0.16850,0.72995,0.06358,1.68410,0
-0.21695,-1.00289,-2.10922,-0.51624,1.51058,1.01274,-1.35060,-0.17816,0.25015,0.81999,0.39897,-1.20897,0.20301,-0.73424,1.00679,0.43270,0.05259,-0.29499,0.08338,1.92607,1.61274,0
1.36470,-0.65376,-0.64686,0.74620,1.30823,1.15370,-0.62026,0.96515,1.03023,1.30658,2.46689,0.98927,0.24510,-0.39179,-1.18245,-0.25566,0.67401,2.52150,0.89780,-0.11733,-2.22190,0
0.40878,-0.54451,0.98449,0.98374,-0.02097,-0.70446,0.75123,1.19588,0.10016,2.13265,1.96181,0.98291,1.46612,0.99788,-0.43462,-0.15891,0.47009,-0.31068,1.30002,0.40442,0.52494,0
0.86904,0.54211,-0.13355,-1.25660,1.19227,0.99286,0.14124,-0.98416,1.05969,0.42082,0.80582,0.72437,1.66967,1.08967,1.55887,-0.75049,0.51936,2.00650,1.60338,1.11214,0.63969,0
0.28027,1.31005,1.55961,1.01727,1.63704,0.65196,1.37328,0.18954,0.96048,-0.18952,1.79587,2.22330,1.16256,0.61580,-0.26186,-1.24896,1.85227,0.49650,-1.13918,2.85031,0.78257,0
-0.60071,-0.51910,0.59992,0.87567,1.65663,0.17864,-0.31893,-0.31490,3.16652,-0.03854,0.22011,-0.46848,-0.69990,1.12249,-0.39385,0.88814,1.89951,1.33628,0.71702,0.79210,1.97405,0
1.59264,1.23308,1.25942,0.99841,1.60030,-1.47349,-0.41331,0.34499,0.13162,-1.29756,0.62605,-1.22620,1.19156,-1.20619,1.28674,-0.01330,1.88047,0.89577,0.63996,0.19484,0.77160,0
1.72165,0.39631,1.40407,0.35384,0.70439,0.28855,0.22075,-0.83635,0.72805,1.46150,1.23050,-1.77172,3.59892,-0.84051,-0.63771,-0.62438,0.18281,-1.27533,-0.48856,0.29294,2.26987,0
1.03954,1.02754,-0.45072,-0.77228,1.44309,1.79124,-0.51212,0.43759,-0.54561,1.80521,1.70791,-1.86048,-0.01689,-0.33217,1.69210,0.82342,1.78530,0.97396,0.43140,1.34428,1.24239,0
0.19863,1.53916,0.60851,1.42205,0.71421,0.61981,-0.30138,0.91580,0.06426,1.20091,0.37032,0.60967,0.89654,3.20901,-0.25241,-0.08008,-1.49125,0.11912,-0.01743,2.06534,-0.50287,0
-0.76510,2.38752,0.88408,-0.34073,1.95092,1.55274,-0.54399,1.79727,-0.17676,-0.97141,0.07564,0.97202,-0.09835,0.71746,0.03301,1.74804,1.86012,0.07653,0.94623,-0.44559,-2.74086,0
-1.10915,-1.70763,-0.39077,2.04398,0.32583,-0.92881,1.17912,1.05699,0.20796,1.09095,-2.50447,-0.12561,-0.07021,0.43516,1.48108,-0.61707,-0.78595,0.42146,0.44590,0.54009,-0.44510,0
1.53990,1.09072,1.37691,-1.21338,0.49069,0.60950,0.48284,0.51907,-0.06001,-0.25827,1.59065,-0.43610,-1.08093,-0.23708,0.73185,2.04875,0.13587,-0.39055,1.27534,-0.74865,1.17348,0
-1.13249,0.44160,0.44744,0.36457,1.24541,1.87015,0.45664,-0.07936,-1.71084,0.63853,0.34111,1.68142,-0.25850,0.05140,3.70086,0.15326,1.63687,3.28271,0.71716,0.86887,0.27352,0
1.30721,0.45460,1.11547,0.34660,0.33934,1.01097,-0.35291,1.08153,0.34923,-2.07597,-0.20102,1.72520,-0.28679,-0.32544,0.23665,1.84734,-1.39678,-0.75717,0.23191,1.29765,0.75116,0
-1.19436,0.88735,-0.61132,-1.74159,0.98977,0.67602,-1.14186,0.49299,1.22072,-0.78658,1.75523,1.84003,-0.05228,1.09055,0.05577,0.73753,2.05907,2.01958,0.42970,1.55396,0.26117,0
1.37064,0.36169,0.52416,1.16676,-0.30534,0.35576,0.96772,-1.31225,0.81850,1.48134,-0.23822,0.62557,0.08762,-0.25734,0.92231,-0.15180,-1.45403,2.19376,-1.21657,0.78952,1.38417,0
-1.77175,-0.69333,-0.68184,0.74553,0.33424,0.60911,1.07273,0.05001,3.21123,-0.41338,-0.34372,-0.59733,2.15440,1.83651,0.73091,1.64224,-0.74667,-0.69261,0.60156,0.44011,0.15649,0
0.96275,1.71123,2.26327,0.78396,0.20896,-0.15118,-0.06597,0.99541,-0.98101,0.31497,-1.48139,0.96471,0.11564,-1.84966,0.87662,-0.42145,3.37042,0.71394,-0.67446,1.59856,1.90190,0
0.50822,2.31923,-0.28063,0.86102,1.09551,2.04250,-0.63223,0.81124,0.33076,1.80200,-0.64552,2.69573,-0.28839,0.29307,-1.86443,1.07774,0.35539,-1.22992,1.78922,1.04630,-1.76008,0
1.88230,0.38895,0.82078,-0.09294,0.27088,-1.46872,0.63732,1.58892,0.49942,1.25033,0.87792,0.16802,0.40908,1.09487,0.56101,-0.92122,0.31205,0.36361,2.75801,-0.43522,0.74271,0
0.05078,-0.26040,-0.65679,-0.25581,-0.95071,1.11737,-0.15328,2.80926,2.64158,0.67592,0.21482,2.10044,0.16419,1.21755,2.92551,-0.45013,0.23673,1.27670,0.04786,1.16218,1.90237,0
1.77196,1.36214,0.12902,2.39014,0.05986,-0.85379,0.69495,0.97690,0.89068,2.73341,1.63190,0.35785,0.72779,1.29187,1.46915,0.20256,-1.27404,1.24689,-1.58487,1.09292,1.04380,0
0.24040,-1.37277,-0.70090,0.30552,0.14506,1.66442,0.83285,-0.73189,0.95866,1.85089,1.54694,1.32054,0.33570,-0.76706,2.39494,-0.00700,0.27290,0.92469,1.56531,-0.34527,0.64286,0
0.17674,1.28345,-0.08511,-0.55728,0.83989,0.44363,1.92491,-0.70311,1.27796,0.31520,0.85366,-0.01305,0.34024,1.31691,-0.47476,1.06486,2.16839,0.69887,-0.07459,1.40756,0.21249,0
-0.19791,1.34618,-0.32881,0.03822,0.30661,1.30941,1.09754,-0.08003,0.72408,-0.04407,2.23756,0.27822,0.11269,0.50260,1.30846,0.03835,2.12929,1.25915,-0.41648,-0.27361,0.66759,0
0.20561,-0.86202,-0.58050,0.58013,-0.46979,1.71510,0.30017,1.60010,1.57703,1.69982,1.37776,-0.02619,0.90616,-0.09942,1.22115,0.41595,0.51562,0.65969,0.44622,-0.22881,-3.26076,0
2.06251,-1.05849,1.76468,1.43292,0.53702,0.39414,1.27523,-0.06131,0.46099,1.50556,0.16285,1.92539,1.29778,0.01903,-0.04363,-0.28836,-0.73779,2.11041,1.03010,0.34328,0.66949,0
1.14838,2.48784,-0.37615,-0.45238,-0.59248,-0.33761,-0.77282,1.57038,0.97199,0.35268,1.55228,0.91984,0.04166,1.29196,-0.86681,2.54003,0.44843,-0.79543,2.58626,-0.80325,1.19117,0
0.55988,1.09616,0.32034,1.47760,-0.51636,1.50862,-0.75271,-1.41235,-1.57946,0.12386,0.97344,0.08680,0.43695,-2.55627,0.23869,-1.54128,-0.92637,0.28917,0.31072,-0.86800,-0.76043,0
1.17151,-0.19647,-1.02995,0.16715,-1.50717,0.56625,0.94270,-0.08623,-0.23018,-0.85770,2.16690,-0.14263,1.06209,0.09808,0.32216,1.64717,0.64905,-0.48541,0.12557,2.19803,0.74564,0
0.36253,0.09236,0.59657,0.36982,0.52172,-0.08085,0.54438,0.44063,-0.08368,0.57950,-0.21822,-1.72770,1.58327,-0.16095,-0.64424,-0.36042,2.42299,1.43566,1.34542,0.62355,0.85047,0
-1.25762,1.03341,0.83799,-0.34561,1.07750,-0.14109,-0.83447,1.67458,-0.48453,-0.45733,2.77111,-0.33727,0.62947,0.73032,0.10700,0.20480,-0.06672,-1.19820,0.59901,1.20096,-0.08143,0
1.94254,-0.66242,1.90915,-0.55788,0.10739,-1.31238,0.16754,1.07640,2.95682,0.69789,1.81689,0.86045,0.72333,0.10684,0.29107,0.62482,-0.25999,0.89520,-0.24538,-0.79771,-1.18444,0
-0.84079,0.49391,1.91723,-0.03351,1.46983,0.36804,0.17822,1.82767,-0.62144,1.29711,0.32087,-0.00616,0.99052,2.78398,-0.73510,0.35640,-0.21924,0.54202,0.84051,0.30366,2.46342,0
0.61418,-1.14798,1.23556,-0.21208,1.33874,0.70443,0.04470,2.70413,0.46816,-1.04362,0.86528,1.61419,0.39774,0.50394,-0.06271,-0.69546,2.10208,-0.31481,-0.12582,1.80844,-0.22006,0
0.37290,-0.49532,-0.71013,-0.23988,1.78324,1.51043,-0.80160,0.50295,-0.57943,0.26796,0.70949,-0.59679,-1.89387,-0.04586,2.07016,1.95461,-0.43262,0.77789,0.67290,0.50175,-0.92087,0
