f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,class
-1.49447,4.22105,-0.93683,-0.51692,-0.73996,-0.81237,1.90225,0.29985,4.11854,5.43114,-6.37042,-3.01423,-0.41409,-3.37469,0.03313,-0.76497,-2.69694,-0.53974,-11.25150,0.47443,3.48416,0
9.61917,-5.98634,1.15049,-2.70941,-2.57359,-6.62001,0.08280,-0.36174,1.22403,-0.54813,-7.65818,4.39657,4.92093,-0.37036,-2.87577,3.46805,5.27957,1.78552,-10.88579,3.51133,-0.80107,0
6.03211,2.29321,-0.96600,3.56746,-9.00684,5.57225,-9.55564,-0.38766,-8.62460,-3.64376,2.95036,-1.21439,4.96934,-5.85190,-7.08248,-1.10569,4.32346,-4.01969,5.33830,-3.15318,0.97478,0
-7.23544,-5.78923,-1.66640,5.59374,6.28294,1.47478,0.24147,-2.13790,3.43584,-2.37978,1.71751,3.47255,1.15046,-1.07293,-3.20770,2.60814,3.57920,-1.81244,5.14662,6.45280,-1.97489,0
-5.84873,-1.06913,6.65855,-3.39151,1.38684,-6.10849,-0.46094,1.75555,-0.19221,-1.81260,0.02285,-2.62018,4.70398,2.87328,-3.14376,1.64980,-3.80222,-4.30783,1.63051,5.62168,7.18008,0
-4.21456,8.63942,3.65195,0.69386,4.25825,1.49794,-1.60820,2.35850,-0.39006,5.31551,-3.98189,3.57560,-1.92965,0.70514,1.45579,-6.35622,7.10548,-4.64935,4.93688,-4.69322,7.38148,0
3.40253,-1.39724,-0.03875,2.71702,4.58539,2.55116,-1.27369,-2.07914,-1.98277,0.12545,-1.60094,0.37720,3.83433,0.24505,0.98891,-0.72813,2.21898,1.18769,-3.11321,1.59294,-1.63646,0
0.22764,3.37196,6.76003,-7.25339,2.69386,1.83815,-5.82483,1.87595,4.54612,9.79218,-1.89179,-0.53758,5.39597,4.25186,2.52029,-4.34370,-1.96065,4.13892,-4.99552,7.61313,5.06579,0
9.38114,-7.61236,1.53003,-1.53748,3.66570,0.67584,-7.09752,-0.56062,-3.44208,-7.70638,-4.65929,2.36758,-5.86618,-3.12123,-5.02882,-1.83066,0.58356,-1.74319,10.13693,-1.35069,3.05632,0
0.12709,-4.54130,2.12371,-0.43427,9.41561,1.74058,2.92664,1.70707,0.75152,-8.18293,0.42974,8.68465,-0.68774,-0.10711,4.78527,-2.77565,-2.83231,-2.14859,-2.98092,-6.56478,0.06185,0
1.65842,-2.13710,-3.83993,-1.90174,-6.37165,-0.24206,-4.07799,-6.10063,2.05722,4.26729,-8.45674,1.37411,3.13712,-2.85365,3.77127,-4.33988,4.75555,-4.05355,1.09225,-3.19765,0.21713,0
2.16561,-2.71545,-2.98328,1.00126,6.98149,-4.06532,-1.75060,1.03420,6.21599,3.96565,2.52097,2.32882,-1.18831,2.91567,2.17376,1.15103,-0.84015,3.35099,-1.78899,3.37598,-5.23947,0
0.21510,4.59430,0.84468,1.71464,-3.57684,2.27122,-2.70674,-6.08503,4.27059,-1.37708,8.65204,0.29721,-1.27237,2.67753,3.28956,0.34475,4.47520,-2.26871,-0.92772,-2.79921,-4.63921,0
0.06643,-2.27588,-3.17345,2.40706,-5.94225,-0.97191,-2.55724,2.59633,1.18819,4.17408,-1.58630,1.62677,-2.42923,-2.52805,1.28756,1.89876,2.60147,2.37674,-5.14344,-0.08009,2.64675,0
-5.12275,-4.40859,1.60777,5.05491,-0.58389,11.82635,1.21477,3.25666,-3.55621,-1.69087,3.29807,-10.90819,-3.67946,3.66002,2.23041,-5.46366,-4.08659,2.86979,-1.83716,-8.40479,-6.11135,0
9.27919,5.71499,1.65264,3.51003,2.02513,2.75141,1.11914,10.87886,-8.12083,2.71885,-2.20214,-5.12871,3.61454,-2.31961,-2.29677,8.57115,-0.25194,-0.67236,-0.23134,-6.02302,-3.60807,0
-1.15507,5.61006,0.18057,-4.24056,3.93297,-1.43275,6.58222,2.35062,1.16472,-1.95263,5.74446,8.07440,-6.16885,-6.18503,6.87118,2.64709,1.83026,0.20788,-4.47408,-0.90604,0.94026,0
-3.17200,-3.10206,2.90024,-3.58476,-0.35733,2.22231,2.44085,5.72007,-6.20479,1.30265,0.98048,1.50082,-2.25830,-3.84820,-1.53693,-4.36799,-3.74603,-6.51388,1.01878,-6.24206,-0.17876,0
-7.86926,-1.03091,5.83374,-7.50398,0.95668,-0.18416,-5.63787,0.20398,-4.17715,0.18409,-1.74171,1.89129,8.60669,5.85030,2.77262,2.97513,-2.36588,8.61721,-4.26726,-4.55530,5.75105,0
-0.72355,-2.45518,-2.38969,6.04679,-4.72581,-3.69273,10.00643,-4.23958,-2.74164,5.08950,8.09433,-7.08402,7.68255,1.18244,1.95036,7.55771,1.49683,2.73052,1.44030,-5.59433,0.85474,0
-0.49021,-2.32255,0.37635,-2.50049,-5.21479,7.90023,-3.86169,6.78825,0.56037,-1.95511,-6.98007,0.71326,3.25002,1.25393,-3.93710,-6.42926,0.38054,-2.98323,2.24468,5.35952,2.03278,0
-0.16763,2.02220,-2.46568,3.26671,0.43591,-0.48476,2.05385,-1.15504,-8.68114,-9.32656,-2.59113,4.11189,1.10339,1.31647,-0.27346,-1.70881,0.31647,-0.34749,1.72744,-1.56712,4.13931,0
5.74217,-3.20066,-3.74134,-3.98644,-3.52962,6.46164,3.02561,5.67619,-1.26585,3.87148,2.41569,-6.84916,2.23107,3.97764,-7.70709,1.25034,-6.21108,7.71556,5.37212,-2.08788,9.72031,0
1.78618,-0.23520,0.92975,-0.91120,-4.09409,-5.64410,1.41606,-3.20938,-5.82290,-2.23908,4.83404,-1.81951,1.56731,-4.89667,0.46873,-0.79382,0.18366,-8.01693,5.65173,1.74206,-1.91361,0
0.15804,-5.60143,2.05013,0.69634,-2.64859,2.88514,-3.76496,5.81928,7.56866,0.41715,3.12182,-9.71157,5.09596,-3.80981,-1.56913,-0.39962,0.41338,-1.38073,-3.66150,1.06278,1.45885,0
0.57931,3.83786,-5.96488,-1.14470,-6.55984,0.74469,2.28171,-2.47649,-8.29709,-3.53997,0.39057,1.46357,-2.79913,-1.38401,-0.56407,-1.98798,1.83755,7.10112,-3.62709,-1.08769,-1.92431,0
3.66035,3.37607,-1.02714,-5.26310,-0.59324,7.04569,-8.06767,-4.58868,-0.14560,-2.36806,-5.24892,-0.04663,-0.66973,5.63447,8.45875,2.29055,3.32808,0.53025,6.41829,-4.90982,-1.10188,0
-6.47025,0.05442,-5.96358,-3.55768,-5.35790,1.20937,2.32956,2.32785,2.92078,-2.90527,-5.37061,-4.30951,-0.33960,10.00805,-6.75827,-4.41402,2.44509,-4.33881,0.39066,2.62320,6.09867,0
-2.63752,-3.71409,6.47332,2.06510,-5.17090,8.46745,-7.28485,-3.61109,-1.95057,-1.85704,2.83787,5.85535,4.15940,-0.25880,5.28907,5.29747,12.93141,-5.15270,1.89009,-1.54299,4.29119,0
-3.10007,-6.73674,4.14706,-0.06755,2.77696,0.83377,2.39319,0.73759,4.62155,1.06314,-1.13373,-1.99882,-8.91847,6.97281,-3.16627,-5.33503,-0.06190,1.31564,2.76853,3.78302,3.87858,0
0.70295,-0.56595,-1.37005,2.43503,0.46925,-5.01106,-7.35323,4.97644,1.05622,1.11610,1.19216,-2.72027,-4.58973,2.50323,2.25145,9.47756,-0.99963,-2.23053,-0.75839,1.49565,-1.72711,0
-7.54411,5.32621,3.47033,-8.37548,0.14751,-4.23510,-6.86786,-0.46447,9.27339,-3.80444,0.89084,-5.02146,-1.89497,-8.29381,2.77362,7.71444,-2.89874,3.45402,2.45992,3.11140,-6.29980,0
7.52376,7.73290,-6.03749,3.66974,0.60665,2.32349,6.53982,6.52143,7.36068,4.86070,0.86189,-1.26150,-0.11473,-1.42388,-1.96085,3.26565,-3.32847,-3.94743,2.90466,8.10138,-3.88705,0
5.12671,4.35920,-0.81124,-3.17425,-1.34865,-7.19515,-4.48277,-2.02797,2.89588,0.53174,-3.47278,2.24909,0.68243,0.66877,-4.01314,-5.88901,-0.25151,0.68758,2.78776,-4.79367,-1.74620,0
5.45060,-1.23707,-0.33414,-1.70173,2.11883,5.70176,-0.13400,-0.91922,1.55950,5.21719,2.12126,-5.69919,2.52396,3.74113,-7.80407,-4.20393,-0.88840,7.62549,-1.34284,7.92108,1.00246,0
2.07379,2.87862,5.59766,-1.76400,6.00229,-4.70094,-5.76592,-4.62329,2.94739,0.06560,-2.92939,-3.18093,-0.85775,-4.97554,-3.18495,1.50842,3.19269,-3.77101,3.37312,-0.44122,-0.64276,0
-0.06490,-2.41201,-0.91674,-4.90673,-4.92520,-3.27669,-1.77489,-0.95574,1.94443,1.32974,-0.18164,0.50534,-5.98612,-0.15398,-4.94745,-3.12420,-5.70550,-2.08800,-5.02950,2.02175,-6.98844,0
-3.61246,-1.47178,5.74059,1.65627,-4.05969,0.31258,3.37117,0.11278,1.47163,-0.83971,-10.51678,4.57167,4.14787,0.14071,5.46082,7.38159,2.53779,0.47684,10.09283,-8.22108,-1.06425,0
-0.10716,4.62777,7.32201,4.60965,-0.76042,-4.99288,-3.54428,-6.90444,3.06828,-1.47272,1.30655,-6.44391,1.35165,-5.21873,3.13063,-3.70113,-4.95150,0.46670,3.97153,3.33310,8.93293,0
-6.65218,-5.28768,3.36615,-1.50959,-4.51038,4.71950,2.59392,-0.77112,-5.04271,-6.26670,1.17326,7.84629,-2.28765,-7.47051,-12.93451,7.38575,0.30282,0.84165,0.33324,-0.01469,1.17468,0
0.70251,-5.17362,1.71203,6.83637,-2.22631,0.50095,3.53822,6.15252,-9.64096,-1.90355,-3.53646,7.46959,-2.10959,-0.06595,0.69443,-4.92710,1.62279,7.15064,-2.14688,-2.76158,3.57808,0
-4.00746,-0.49006,-0.09868,-4.48066,-4.38717,-3.26772,-4.44705,1.57248,4.92603,2.39727,-1.67187,2.92751,1.21097,2.48708,0.67532,-2.64859,-1.85164,0.40020,2.81644,-1.27424,-1.54080,0
-6.81368,-0.82902,0.92204,1.90974,0.97948,0.73862,-6.69174,9.07278,-5.37727,2.73395,3.86046,3.89572,-1.03355,-2.51740,-0.35546,1.44341,-3.74282,6.64002,-0.19493,-0.71867,-1.48052,0
0.63595,2.09652,1.54261,0.50223,-0.58058,-3.05287,-3.68358,4.89259,-1.16785,-7.78173,-1.17365,0.28647,-3.96111,-1.85034,3.63986,1.77404,1.33519,10.25367,2.00008,-6.80371,-5.97473,0
0.92765,3.21963,2.58967,-1.13983,2.07445,-3.21672,1.27246,-2.82494,-3.96865,0.75630,0.70078,-2.02987,0.42241,-4.76441,0.42319,0.66535,-2.53651,6.53990,2.19050,0.99593,3.11438,0
-0.99810,2.86433,-1.25409,-0.73980,1.11848,-2.56302,-1.24692,-4.40361,-0.86453,2.44753,-7.03368,0.04390,0.67596,4.56765,-3.64970,-3.03501,1.44111,-2.51587,0.16339,1.85176,3.55412,0
-1.10058,-0.79362,-1.21792,3.73960,-0.91837,0.48142,1.91872,-0.21248,5.96223,-0.45222,0.00548,8.48382,2.96733,-0.99998,-0.78030,2.79863,4.24903,3.54069,2.75907,-0.81255,-0.12361,0
-1.23796,-6.60260,4.30263,1.02312,2.02963,1.11191,6.26358,-4.02773,0.79096,3.83942,-0.71396,-3.57339,0.66795,-6.84575,9.55379,0.69354,-0.74555,-1.74538,1.78272,-5.65280,1.98368,0
-1.06676,7.90331,0.74074,-3.30083,-4.68865,-2.30976,4.73114,1.60963,1.92468,6.16904,-0.81798,0.58002,-3.46970,-3.71576,-3.92447,-3.82598,2.36386,-2.66130,-1.53721,2.33861,6.09653,0
-1.50573,4.33264,5.42058,-0.17070,-3.72816,-4.82548,0.61412,0.06473,0.07299,2.34148,6.28164,0.45345,3.08348,0.11090,-4.33449,-1.44903,-5.51132,2.02287,4.64671,3.10788,6.38431,0
1.11236,-9.58778,-1.99279,-3.79866,-4.22911,2.27267,0.48634,4.63176,-6.15490,-0.78803,-8.07780,7.28775,-0.01111,-5.40409,-8.40455,5.02959,3.10507,0.53070,6.15949,-2.19181,1.52058,0
-1.90889,1.14598,4.33760,4.46511,2.29853,0.54434,1.47291,-2.29527,1.63299,7.32873,-5.15882,-3.21841,3.46144,-3.39262,5.87036,4.33722,-4.25938,-5.40607,5.81269,1.98651,-6.37172,0
11.62324,1.65436,1.08204,-1.77063,-3.09845,-4.35209,-0.75780,2.00010,3.97357,-0.16204,-4.98634,0.86892,-1.26710,-0.28047,-5.91413,2.42835,4.11405,-1.01271,-1.21376,4.01747,-3.10364,0
8.01664,1.00463,7.22338,0.09988,3.87980,-1.74472,3.10174,-8.32003,1.49390,-4.35769,-6.07997,-5.79342,-7.40633,6.43027,2.07418,4.01211,1.97691,-0.96382,1.32815,-3.70036,1.89528,0
-1.76589,0.70639,8.79928,1.01704,-0.44747,2.65617,3.56456,-8.09717,2.06248,-5.30891,4.40704,3.29194,-0.45879,-5.07920,2.37733,1.24230,-3.36835,-3.68329,-2.16232,4.88043,2.56536,0
-1.01529,-3.13004,1.70318,0.30999,4.38173,-1.57073,1.60658,-3.71824,-3.06587,1.89688,-0.13956,-0.22731,5.27704,-4.01258,2.91482,6.41021,5.43777,-5.25056,0.90715,-0.91360,6.04286,0
-4.57981,3.31208,-0.30327,5.48824,-0.37195,1.47967,6.69850,-2.15394,1.43239,-8.89715,-6.83614,-4.07566,6.38731,0.34083,1.10097,4.22963,-3.44838,-8.48567,4.66990,-2.20372,2.92461,0
-3.30846,-3.09577,-3.74422,-7.23152,2.15250,0.78041,3.05045,1.07875,-0.80170,8.26049,-6.22657,-3.16191,-4.66709,-1.06520,2.28787,3.17837,3.28404,-8.77637,-3.82978,1.12967,0.73933,0
-0.49996,-2.67229,0.77830,3.79470,-2.00934,-0.08678,2.25738,1.09832,0.52558,6.56431,-3.91299,1.90539,-6.26309,-0.90429,-1.44342,-1.38626,5.22006,1.40533,-0.09064,0.48414,-1.51420,0
-0.90147,3.18109,0.59768,0.00107,2.26236,1.13310,0.64030,-7.17038,-1.32189,-2.45225,-0.51022,2.00049,-2.15692,1.64699,1.43594,5.22422,-1.95309,1.08331,1.69877,3.31948,-1.67830,0
-0.50489,-0.19435,3.91514,1.56389,0.03898,-0.21976,7.26317,0.01767,3.27392,-2.21726,3.06573,-0.44397,0.85996,1.72527,2.50131,-10.11099,-0.23813,4.59227,-2.09790,3.86747,1.60596,0
-3.96600,-8.83804,8.45760,2.52331,5.58227,4.84125,-5.80409,5.61898,1.36429,2.76414,-5.02376,1.41092,0.24272,0.74660,9.41401,-0.66830,-1.29802,3.18492,0.52231,-6.25536,0.37238,0
0.31995,0.51042,1.56887,4.40155,-6.86471,1.24746,0.84563,1.16690,-6.61571,2.01827,4.10579,5.61720,2.94111,-1.89623,-0.35806,-7.68562,0.25162,-8.06660,-8.61369,9.02330,2.01376,0
0.58856,-4.59627,4.86008,-2.81259,-0.42565,-1.38015,-3.72430,-2.61018,-1.86019,-1.14669,5.89805,-6.91824,-0.29764,-6.61715,6.53807,1.97827,4.92322,-4.56610,-0.21144,5.80974,1.39307,0
0.36089,3.77954,0.61634,-3.18427,-0.19228,-2.15471,-1.13983,-7.67308,1.88069,-3.60530,-0.48176,8.81322,-0.98607,-2.52887,-5.24184,-5.58270,-7.64410,-6.88221,5.32722,3.77815,5.04131,0
2.13267,3.93427,-3.07334,-3.60794,-2.72920,-1.55559,6.47736,-6.59773,6.14250,5.49008,-3.82740,-1.74358,-6.76888,3.21734,-5.81468,0.50093,4.36672,-1.12063,9.74859,-4.85208,0.83977,0
1.13716,0.31768,-4.37825,-3.27446,0.47217,1.39556,-11.99037,-4.01175,2.06714,-4.76032,-4.67220,3.11157,-2.90599,-0.11254,0.36723,-9.92826,0.55978,0.24544,-3.10787,2.17292,0.15656,0
-5.02768,2.54919,-2.66036,2.95701,-2.96403,0.05682,2.00419,7.09149,8.33119,-5.25903,-0.51155,8.79424,-4.93240,1.78970,-1.11185,-0.64171,1.48808,6.22347,1.69592,7.19120,1.34622,0
0.98584,-0.20908,5.80741,2.84730,0.86248,2.07623,-3.02278,1.24707,1.80482,-4.88429,0.29462,1.00924,2.89064,2.78649,-0.12651,-1.93048,0.92562,3.47676,1.18635,-5.83687,-0.21825,0
0.48257,-0.75256,1.69711,2.76992,0.31930,-1.86459,-2.45144,-1.73868,-2.77279,1.81068,-4.04103,0.56135,2.80394,-1.09359,-8.28596,-4.13238,3.33679,-6.75974,-2.65841,-2.63808,-0.57417,0
-2.00376,-5.96353,1.64666,-2.24723,4.29158,0.98509,6.16700,2.20829,1.95437,-2.38106,2.53452,4.66802,-2.52130,-7.23444,-1.70830,7.57980,-3.80530,-7.06031,-0.65317,0.08186,-1.04710,0
3.82348,-0.45995,1.63272,-0.19377,-3.92135,1.62745,3.18574,2.77770,4.51277,-1.26426,-4.38582,3.15349,3.71391,-1.24627,1.46766,-4.47359,-0.79936,1.35709,-4.61962,2.15409,-5.34222,0
4.06835,5.51131,4.56703,-7.19530,-0.71033,-1.79951,-2.09307,-0.45121,3.14941,7.18132,2.01703,-8.62994,-3.73429,-0.20186,0.07383,-3.99528,0.58148,3.40332,-0.00283,3.87604,2.10978,0
-4.23497,-2.99912,3.96917,3.62733,4.50759,-3.98972,4.57559,2.82395,-5.00535,-0.21597,-1.41616,-0.87740,-2.29533,-0.00973,-4.16781,3.51543,1.39435,-3.61857,-0.80897,1.79436,-3.71628,0
5.23174,-7.87405,-1.26311,7.90101,-2.77890,-7.33976,0.05788,-1.16280,8.42700,-1.46797,-4.44581,2.74107,-2.73291,0.89428,-5.05238,-0.01933,-1.06825,1.85445,2.10829,1.60267,-0.46022,0
-3.11948,-0.09708,3.34550,-4.32471,-1.65443,5.55118,-9.56922,4.89489,-0.01545,4.72851,6.30085,1.35230,-0.15880,1.87215,-1.38491,-0.37859,3.63504,6.46293,-7.78829,-1.96217,-1.51030,0
-0.68647,2.28572,-0.20295,-0.39186,-2.77302,-7.92918,-1.48116,-4.55075,5.00555,-1.09277,0.59656,-5.22217,3.37752,-1.06434,4.93881,-0.70936,3.80538,6.99407,-6.65221,-1.70239,2.87947,0
4.74563,0.62119,-2.94317,4.68787,2.63216,2.17682,4.69162,-2.29282,-0.25056,-4.07120,8.33363,-1.78573,0.90869,2.56251,8.12938,-0.45930,-1.55217,3.82625,1.45526,1.67320,-0.32483,0
2.09991,-1.82895,2.72169,0.52981,-4.05781,-6.49757,-2.18892,-3.02913,1.54114,-0.34100,3.62079,-3.34676,3.68240,5.55006,1.68793,-0.83746,-0.74496,0.80486,-5.12161,-5.40928,5.53425,0
-6.85287,1.66383,2.07546,3.31340,-3.16860,5.97569,-2.21183,-4.74398,3.32605,1.35550,-0.47884,-1.43194,5.14404,-2.19621,1.94167,-6.94954,-3.99558,14.63818,-0.67342,2.99515,-1.14827,0
0.02035,1.72962,-2.01137,3.38141,6.62044,4.72212,-5.63897,-0.03627,3.45013,7.16885,-9.85824,-5.91818,2.27882,3.41779,8.64234,0.97511,0.62321,-0.98722,-1.18420,1.70526,-0.08850,0
-6.93804,0.10267,5.13386,8.86137,-7.28919,3.23893,-4.22611,6.13499,-0.07186,-3.52943,-6.35469,2.19742,5.75545,-2.36996,7.34384,-6.01679,4.90383,-0.87975,1.23452,3.24578,-5.09468,0
0.18863,0.93032,6.09207,-10.08959,1.24716,-7.52066,-5.02368,3.35964,4.63133,-0.76202,-0.85645,-0.29981,0.33973,-0.69573,3.39171,-4.33386,1.94467,5.10270,-0.97389,-7.15099,-5.85537,0
-0.82616,6.16071,0.52494,-2.26786,-0.39734,-8.84744,-3.72713,-4.51871,0.63306,1.82695,2.65768,9.69768,2.27874,-1.77246,5.27820,-1.79248,-4.26751,-8.15860,2.85795,-1.05030,3.00616,0
-3.62623,1.80888,0.38901,-5.96275,-4.13481,1.93221,-7.17196,3.83445,2.43319,-2.82761,2.20438,2.25605,1.12275,-4.74777,-4.70234,-0.36619,3.27892,-5.11793,-4.38356,-7.50364,2.35483,0
5.12278,-2.07850,-8.71851,8.76436,1.00474,-4.93515,1.14481,-2.94262,-4.54785,3.43013,-2.07284,-1.83862,-1.19887,1.71286,0.99379,-1.47614,6.78998,0.51546,2.64053,-1.60283,-2.12534,0
5.10928,1.77810,-3.05289,-3.38256,-5.25701,6.46916,0.38912,2.36569,-0.51804,0.84918,0.63085,0.05541,3.52655,0.93991,2.41687,5.27357,-1.39755,-4.81549,5.16637,-4.20022,5.96083,0
-4.29280,-1.87515,1.13272,0.50932,-2.44922,1.40271,-0.48090,-3.27889,-2.20670,6.43291,4.51901,2.33382,7.67077,3.39997,2.07914,2.71929,-2.15785,-1.25816,-2.51353,1.16807,-1.42299,0
5.09023,-4.29449,-0.95612,-4.59478,-1.46740,-1.08900,7.51952,-5.30459,7.66929,5.70376,-1.16463,-0.39375,4.31527,-6.48224,-2.89800,3.01393,7.73699,5.56772,-3.18690,1.85292,-5.55540,0
-2.39414,2.84378,3.11269,3.84292,1.72576,10.32870,2.70630,0.04132,-1.03342,2.92670,-3.17778,-0.59000,-2.23509,5.65271,-5.16541,-4.07890,2.23703,7.75356,-6.61234,-0.81823,0.88013,0
0.47154,2.91074,1.12851,-6.49197,-0.71430,3.64610,-3.05584,4.47498,-0.03557,-6.98401,1.29162,6.93732,0.72345,-1.36567,3.95926,10.78168,0.56760,-0.18629,3.99031,-0.84154,0.73228,0
3.66306,-1.11692,3.42119,-8.88651,-4.63095,-1.11347,3.88643,5.45040,-3.55729,5.95706,0.70303,3.61615,2.06357,4.70827,2.45811,3.93417,1.91504,2.37424,5.66033,-0.69892,-0.44610,0
7.55319,-0.20439,-1.33820,1.26896,-3.69607,1.53849,4.11442,-1.47494,5.98570,1.34200,-3.76400,-5.55748,3.56688,0.27226,-2.50638,-0.91484,-1.81088,6.48965,2.48899,1.25456,-7.01999,0
-2.73478,-3.70841,4.26382,-0.68731,3.16599,-1.42667,1.98917,3.29049,-2.18215,-4.70463,4.50087,0.96986,-0.02021,-2.00396,11.99813,-1.77398,5.70817,-2.97318,-3.92803,-0.30362,0.89395,0
-4.77122,2.90032,3.33765,-2.45043,-5.49161,5.21873,-9.66169,-0.66305,-4.56528,3.77073,4.67228,2.25082,10.38731,-1.37698,4.13730,4.20738,1.19781,4.36937,2.42866,2.32234,-6.26922,0
-1.09186,-1.17930,2.01687,4.38225,-9.30094,0.33137,-1.16314,1.58111,5.68982,-1.12136,6.66640,-8.66816,-2.69856,-1.21434,-2.54610,4.63069,-2.97952,-5.66230,0.31417,4.69671,-1.54807,0
1.22199,2.21029,-8.63796,2.50246,0.02148,-0.91684,1.22111,1.17929,-1.50705,2.85349,1.31642,0.75711,0.96486,-3.01490,-0.70667,-4.23742,2.37854,-1.17748,0.28532,-1.90841,0.36454,0
